ds;y
2009-04-16;386.144.161
2009-04-15;2.773.959.681
2009-04-14;353.192.615
2009-04-13;392.622.269
2009-04-09;484.316.232
2009-04-08;456.914.771
2009-04-07;470.749.601
2009-04-06;306.528.281
2009-04-03;1.316.920.988
2009-04-02;266.560.861
2009-04-01;305.893.013
2009-03-31;13.356.263.396
2009-03-30;1.660.198.640
2009-03-27;369.203.841
2009-03-26;359.309.966
2009-03-25;7.096.365.873
2009-03-24;493.679.525
2009-03-23;500.837.946
2009-03-20;4.554.154.810
2009-03-19;492.965.060
2009-03-18;598.811.894
2009-03-17;486.826.525
2009-03-16;303.676.427
2009-03-13;2.250.326.170
2009-03-12;291.039.544
2009-03-11;377.656.883
2009-03-10;526.595.373
2009-03-09;396.430.320
2009-03-06;413.896.236
2009-03-05;292.854.902
2009-03-04;857.087.280
2009-03-03;419.007.542
2009-03-02;661.209.932
2009-02-27;10.707.613.239
2009-02-26;683.712.049
2009-02-25;5.420.744.643
2009-02-23;28.336
2009-02-20;4.512.817.846
2009-02-19;836.735.583
2009-02-18;450.320.338
2009-02-17;379.134.522
2009-02-16;315.461.168
2009-02-13;2.238.400.266
2009-02-12;359.639.058
2009-02-11;657.820.938
2009-02-10;576.159.825
2009-02-09;305.129.243
2009-02-06;373.163.853
2009-02-05;307.723.431
2009-02-04;1.408.720.267
2009-02-03;287.650.070
2009-02-02;446.611.457
2009-01-30;17.304.660.324
2009-01-29;1.118.936.277
2009-01-28;635.666.665
2009-01-27;382.786.847
2009-01-26;387.340.287
2009-01-23;8.144.162.497
2009-01-22;636.954.206
2009-01-21;544.377.030
2009-01-20;5.335.111.475
2009-01-19;1.512.171.440
2009-01-16;397.807.932
2009-01-15;1.435.962.894
2009-01-14;1.574.606.911
2009-01-13;331.538.217
2009-01-12;381.855.010
2009-01-09;656.657.317
2009-01-08;806.472.450
2009-01-07;458.726.164
2009-01-06;3.650.478.244
2009-01-05;336.467.814
2009-01-02;172.222.199
2008-12-31;827.448.160
2008-12-30;7.896.792.934
2008-12-29;1.445.242.109
2008-12-26;552.518.450
2008-12-24;6.041.217.400
2008-12-23;3.235.226.778
2008-12-22;954.573.030
2008-12-19;4.570.879.557
2008-12-18;693.286.503
2008-12-17;665.510.283
2008-12-16;507.094.364
2008-12-15;3.627.302.255
2008-12-12;422.735.948
2008-12-11;387.822.890
2008-12-10;2.099.322.019
2008-12-09;510.270.622
2008-12-08;373.290.634
2008-12-05;524.320.889
2008-12-04;640.469.923
2008-12-03;4.418.792.292
2008-12-02;380.471.833
2008-12-01;794.455.830
2008-11-28;10.571.008.729
2008-11-27;850.021.835
2008-11-26;677.119.462
2008-11-25;1.655.378.409
2008-11-24;457.702.249
2008-11-21;491.790.967
2008-11-20;3.176.260.776
2008-11-19;5.738.870.461
2008-11-18;650.282.126
2008-11-17;368.679.237
2008-11-14;3.889.293.640
2008-11-13;1.641.267.944
2008-11-12;676.040.047
2008-11-11;474.616.801
2008-11-10;3.674.631.472
2008-11-07;640.015.584
2008-11-06;403.807.242
2008-11-05;1.912.142.752
2008-11-04;462.302.408
2008-11-03;599.641.983
2008-10-31;19.271.871.154
2008-10-30;1.600.112.386
2008-10-29;817.413.782
2008-10-28;578.403.953
2008-10-27;530.113.049
2008-10-24;394.239.009
2008-10-23;1.673.121.385
2008-10-22;555.788.260
2008-10-21;471.228.211
2008-10-20;8.488.424.659
2008-10-17;759.491.582
2008-10-16;664.145.639
2008-10-15;5.524.654.365
2008-10-14;395.071.206
2008-10-13;441.483.632
2008-10-10;3.253.992.633
2008-10-09;491.168.398
2008-10-08;557.618.238
2008-10-07;514.423.950
2008-10-06;451.718.606
2008-10-03;1.663.538.665
2008-10-02;426.984.253
2008-10-01;453.980.093
2008-09-30;12.221.365.421
2008-09-29;889.939.082
2008-09-26;609.063.297
2008-09-25;441.765.922
2008-09-24;1.450.479.395
2008-09-23;405.473.243
2008-09-22;377.286.274
2008-09-19;8.557.651.808
2008-09-18;602.330.701
2008-09-17;430.186.106
2008-09-16;396.272.063
2008-09-15;5.171.817.588
2008-09-12;412.265.943
2008-09-11;349.297.596
2008-09-10;3.747.284.543
2008-09-09;498.873.965
2008-09-08;315.814.929
2008-09-05;414.135.645
2008-09-04;434.049.862
2008-09-03;1.567.052.427
2008-09-02;306.813.259
2008-09-01;437.957.440
2008-08-29;12.341.218.777
2008-08-28;716.808.273
2008-08-27;524.186.302
2008-08-26;422.022.633
2008-08-25;1.684.085.080
2008-08-22;417.114.503
2008-08-21;431.655.624
2008-08-20;8.356.439.838
2008-08-19;623.953.062
2008-08-18;424.160.583
2008-08-15;3.267.763.798
2008-08-14;571.844.273
2008-08-13;1.607.681.793
2008-08-12;311.782.619
2008-08-11;387.510.778
2008-08-08;3.271.660.118
2008-08-07;502.544.417
2008-08-06;431.409.389
2008-08-05;1.872.557.478
2008-08-04;313.306.256
2008-08-01;372.209.282
2008-07-31;19.134.563.251
2008-07-30;1.394.730.513
2008-07-29;657.962.255
2008-07-28;611.660.365
2008-07-25;442.439.814
2008-07-24;327.842.082
2008-07-23;1.313.598.370
2008-07-22;336.185.892
2008-07-21;384.132.279
2008-07-18;8.102.116.177
2008-07-17;580.570.776
2008-07-16;507.934.548
2008-07-15;4.788.220.160
2008-07-14;316.453.838
2008-07-11;454.978.845
2008-07-10;3.316.298.488
2008-07-09;363.900.636
2008-07-08;457.318.244
2008-07-07;333.684.203
2008-07-04;430.154.622
2008-07-03;1.590.969.316
2008-07-02;414.861.039
2008-07-01;461.605.846
2008-06-30;13.145.218.980
2008-06-27;702.644.834
2008-06-26;788.025.893
2008-06-25;1.493.940.901
2008-06-24;379.929.948
2008-06-23;352.405.024
2008-06-20;7.998.986.517
2008-06-19;529.093.459
2008-06-18;371.780.948
2008-06-17;315.034.307
2008-06-16;508.140.831
2008-06-13;3.507.334.437
2008-06-12;445.437.067
2008-06-11;400.187.723
2008-06-10;3.625.930.755
2008-06-09;428.198.652
2008-06-06;310.784.843
2008-06-05;386.430.360
2008-06-04;4.544.274.993
2008-06-03;309.283.141
2008-06-02;396.399.954
2008-05-30;10.963.214.162
2008-05-29;720.023.218
2008-05-28;645.587.119
2008-05-27;386.114.828
2008-05-26;1.543.707.306
2008-05-23;297.288.702
2008-05-21;424.318.459
2008-05-20;7.843.409.128
2008-05-19;487.490.268
2008-05-16;470.509.250
2008-05-15;2.883.039.291
2008-05-14;1.729.275.922
2008-05-13;332.256.351
2008-05-12;326.074.863
2008-05-09;3.628.813.331
2008-05-08;456.916.928
2008-05-07;509.337.552
2008-05-06;1.604.755.030
2008-05-05;392.962.168
2008-05-02;261.270.005
2008-04-30;17.188.219.396
2008-04-29;1.494.388.037
2008-04-28;881.441.650
2008-04-25;512.389.998
2008-04-24;1.894.168.870
2008-04-23;382.465.135
2008-04-22;439.856.094
2008-04-18;8.336.037.831
2008-04-17;473.445.116
2008-04-16;686.211.686
2008-04-15;4.494.859.496
2008-04-14;566.965.691
2008-04-11;380.732.249
2008-04-10;3.685.416.055
2008-04-09;611.537.914
2008-04-08;486.315.618
2008-04-07;398.097.940
2008-04-04;306.515.075
2008-04-03;1.538.582.354
2008-04-02;390.269.342
2008-04-01;302.268.229
2008-03-31;13.017.018.654
2008-03-28;765.029.159
2008-03-27;466.901.952
2008-03-26;1.454.788.708
2008-03-25;447.625.778
2008-03-24;299.439.051
2008-03-20;6.969.471.580
2008-03-19;712.670.722
2008-03-18;510.315.110
2008-03-17;345.676.297
2008-03-14;2.697.082.705
2008-03-13;1.379.207.476
2008-03-12;502.901.203
2008-03-11;258.809.121
2008-03-10;4.309.549.350
2008-03-07;566.121.879
2008-03-06;334.995.564
2008-03-05;1.473.938.744
2008-03-04;319.228.985
2008-03-03;342.651.338
2008-02-29;10.535.573.827
2008-02-28;706.410.134
2008-02-27;424.450.490
2008-02-26;411.960.002
2008-02-25;1.707.171.278
2008-02-22;379.482.703
2008-02-21;325.200.442
2008-02-20;7.549.775.962
2008-02-19;426.036.707
2008-02-18;394.255.911
2008-02-15;2.860.045.298
2008-02-14;354.722.770
2008-02-13;1.172.522.535
2008-02-12;384.925.454
2008-02-11;438.178.662
2008-02-08;3.947.098.271
2008-02-07;1.817.867.937
2008-02-06;272.771.463
2008-02-04;20.750
2008-02-01;490.935.408
2008-01-31;19.854.404.653
2008-01-30;1.243.670.853
2008-01-29;623.331.996
2008-01-28;521.170.362
2008-01-25;269.584.179
2008-01-24;370.277.744
2008-01-23;1.108.612.224
2008-01-22;360.332.298
2008-01-21;463.509.705
2008-01-18;8.309.058.292
2008-01-17;507.389.662
2008-01-16;443.611.612
2008-01-15;3.926.872.589
2008-01-14;340.528.246
2008-01-11;336.701.773
2008-01-10;4.220.122.098
2008-01-09;588.555.835
2008-01-08;1.241.651.888
2008-01-07;537.958.564
2008-01-04;2.340.448.248
2008-01-03;313.654.172
2008-01-02;277.961.931
2007-12-31;469.668.983
2007-12-28;11.418.724.297
2007-12-27;1.191.563.163
2007-12-26;2.585.405.139
2007-12-24;88.604.523
2007-12-21;728.063.749
2007-12-20;8.108.758.566
2007-12-19;720.093.329
2007-12-18;476.719.630
2007-12-17;1.566.927.534
2007-12-14;3.112.869.521
2007-12-13;1.842.042.234
2007-12-12;672.745.776
2007-12-11;312.656.092
2007-12-10;3.600.989.987
2007-12-07;1.714.216.787
2007-12-06;387.472.985
2007-12-05;4.453.750.469
2007-12-04;471.266.080
2007-12-03;520.628.145
2007-11-30;11.692.123.918
2007-11-29;1.254.579.514
2007-11-28;494.880.821
2007-11-27;1.408.428.424
2007-11-26;420.565.311
2007-11-23;1.008.538.709
2007-11-22;313.580.609
2007-11-21;481.229.473
2007-11-20;3.210.188.940
2007-11-19;6.038.509.733
2007-11-16;514.892.193
2007-11-14;4.027.360.195
2007-11-13;355.579.512
2007-11-12;432.057.653
2007-11-09;3.335.053.693
2007-11-08;1.807.946.160
2007-11-07;406.060.030
2007-11-06;1.273.996.049
2007-11-05;340.656.074
2007-11-01;380.179.938
2007-10-31;14.118.003.414
2007-10-30;1.387.624.483
2007-10-29;776.942.960
2007-10-26;1.323.434.204
2007-10-25;461.416.114
2007-10-24;1.189.863.785
2007-10-23;365.796.947
2007-10-22;307.396.907
2007-10-19;7.173.351.772
2007-10-18;1.763.795.436
2007-10-17;422.727.357
2007-10-16;1.234.137.291
2007-10-15;2.781.517.153
2007-10-11;524.742.871
2007-10-10;3.278.187.189
2007-10-09;445.210.651
2007-10-08;443.364.917
2007-10-05;1.180.698.999
2007-10-04;343.779.729
2007-10-03;1.373.501.865
2007-10-02;299.208.823
2007-10-01;332.920.549
2007-09-28;9.380.465.376
2007-09-27;1.900.362.649
2007-09-26;532.872.475
2007-09-25;1.072.469.451
2007-09-24;328.189.679
2007-09-21;379.967.557
2007-09-20;7.351.798.522
2007-09-19;963.507.743
2007-09-18;358.154.372
2007-09-17;1.355.328.927
2007-09-14;2.844.957.046
2007-09-13;1.132.129.927
2007-09-12;429.596.086
2007-09-11;291.582.685
2007-09-10;4.682.691.221
2007-09-06;388.360.702
2007-09-05;1.555.185.896
2007-09-04;293.796.019
2007-09-03;339.725.638
2007-08-31;10.024.428.508
2007-08-30;816.282.913
2007-08-29;572.878.691
2007-08-28;343.791.007
2007-08-27;1.195.399.045
2007-08-24;607.336.526
2007-08-23;812.413.354
2007-08-22;359.837.612
2007-08-21;370.603.587
2007-08-20;7.004.919.267
2007-08-17;1.671.495.248
2007-08-16;327.295.538
2007-08-15;3.187.921.080
2007-08-14;491.297.859
2007-08-13;281.648.769
2007-08-10;3.021.352.904
2007-08-09;381.731.894
2007-08-08;343.682.305
2007-08-07;1.328.067.649
2007-08-06;381.953.888
2007-08-03;1.267.485.525
2007-08-02;258.615.305
2007-08-01;365.912.713
2007-07-31;12.929.858.090
2007-07-30;1.115.209.256
2007-07-27;1.492.602.409
2007-07-26;392.655.767
2007-07-25;1.118.819.347
2007-07-24;415.193.824
2007-07-23;391.835.147
2007-07-20;7.871.089.607
2007-07-19;491.708.985
2007-07-18;471.345.838
2007-07-17;1.433.301.190
2007-07-16;363.420.425
2007-07-13;3.205.209.568
2007-07-12;333.870.003
2007-07-11;392.274.119
2007-07-10;2.984.167.855
2007-07-09;172.099.862
2007-07-06;1.384.223.231
2007-07-05;336.219.062
2007-07-04;1.199.386.641
2007-07-03;198.131.953
2007-07-02;274.485.281
2007-06-29;9.194.374.019
2007-06-28;731.524.933
2007-06-27;1.665.227.361
2007-06-26;430.580.047
2007-06-25;948.226.328
2007-06-22;309.716.534
2007-06-21;338.052.832
2007-06-20;8.255.594.384
2007-06-19;494.852.787
2007-06-18;559.371.185
2007-06-15;3.383.702.459
2007-06-14;373.742.782
2007-06-13;768.270.394
2007-06-12;287.684.108
2007-06-11;369.095.600
2007-06-08;3.642.888.686
2007-06-06;821.950.129
2007-06-05;4.836.338.798
2007-06-04;304.624.079
2007-06-01;213.209.887
2007-05-31;8.954.864.048
2007-05-30;972.202.611
2007-05-29;372.165.177
2007-05-28;348.334.401
2007-05-25;1.072.784.216
2007-05-24;277.345.012
2007-05-23;923.762.939
2007-05-22;271.875.424
2007-05-21;1.224.157.441
2007-05-18;6.641.922.591
2007-05-17;1.479.672.975
2007-05-16;354.257.484
2007-05-15;3.332.208.975
2007-05-14;304.127.779
2007-05-11;1.015.113.716
2007-05-10;2.933.357.865
2007-05-09;468.913.323
2007-05-08;1.241.094.782
2007-05-07;354.330.719
2007-05-04;1.106.123.255
2007-05-03;340.797.514
2007-05-02;277.168.239
2007-04-30;12.973.909.974
2007-04-27;3.036.174.754
2007-04-26;667.788.584
2007-04-25;1.263.447.172
2007-04-24;419.712.823
2007-04-23;491.618.391
2007-04-20;7.738.756.077
2007-04-19;568.150.079
2007-04-18;415.697.827
2007-04-17;1.304.590.319
2007-04-16;355.769.266
2007-04-13;3.246.871.713
2007-04-12;403.748.382
2007-04-11;370.496.642
2007-04-10;3.434.875.103
2007-04-09;1.429.123.596
2007-04-05;325.084.811
2007-04-04;1.201.226.929
2007-04-03;241.304.064
2007-04-02;258.258.340
2007-03-30;11.242.656.453
2007-03-29;597.737.484
2007-03-28;404.138.841
2007-03-27;1.256.697.180
2007-03-26;297.820.344
2007-03-23;881.428.024
2007-03-22;297.000.413
2007-03-21;355.727.124
2007-03-20;6.445.215.087
2007-03-19;464.215.353
2007-03-16;1.413.051.731
2007-03-15;2.485.978.621
2007-03-14;1.084.429.058
2007-03-13;294.841.622
2007-03-12;307.987.447
2007-03-09;3.116.962.826
2007-03-08;425.633.053
2007-03-07;1.230.925.133
2007-03-06;294.337.679
2007-03-05;838.661.514
2007-03-02;229.123.561
2007-03-01;234.761.577
2007-02-28;9.257.075.914
2007-02-27;1.242.493.716
2007-02-26;357.547.921
2007-02-23;855.314.682
2007-02-22;329.206.444
2007-02-21;811.358.358
2007-02-19;91
2007-02-16;5.819.461.087
2007-02-15;4.153.721.630
2007-02-14;1.039.353.530
2007-02-13;271.265.059
2007-02-12;302.840.353
2007-02-09;2.965.000.154
2007-02-08;608.572.500
2007-02-07;1.381.543.290
2007-02-06;262.500.880
2007-02-05;984.919.646
2007-02-02;259.766.459
2007-02-01;317.838.343
2007-01-31;13.627.606.874
2007-01-30;1.002.167.053
2007-01-29;543.416.838
2007-01-26;1.114.461.741
2007-01-25;201.537.772
2007-01-24;1.009.123.680
2007-01-23;271.291.272
2007-01-22;1.423.309.756
2007-01-19;670.478.107
2007-01-18;305.750.362
2007-01-17;1.443.486.329
2007-01-16;324.545.073
2007-01-15;10.363.879.122
2007-01-12;403.142.309
2007-01-11;624.511.445
2007-01-10;1.800.932.936
2007-01-09;305.188.388
2007-01-08;1.276.337.454
2007-01-05;275.834.280
2007-01-04;2.045.102.234
2007-01-03;363.092.389
2007-01-02;326.684.892
2006-12-29;616.361.272
2006-12-28;8.049.097.899
2006-12-27;864.879.305
2006-12-26;3.466.261.906
2006-12-22;618.507.590
2006-12-21;440.448.963
2006-12-20;1.701.029.348
2006-12-19;482.600.402
2006-12-18;435.623.594
2006-12-15;9.992.159.655
2006-12-14;536.338.540
2006-12-13;1.502.419.509
2006-12-12;330.264.411
2006-12-11;341.573.223
2006-12-08;2.438.772.995
2006-12-07;1.775.909.241
2006-12-06;469.150.730
2006-12-05;4.723.833.407
2006-12-04;348.129.174
2006-12-01;362.200.896
2006-11-30;7.280.793.262
2006-11-29;1.104.314.193
2006-11-28;345.005.198
2006-11-27;1.026.126.574
2006-11-24;417.318.748
2006-11-23;842.177.037
2006-11-22;411.755.992
2006-11-21;826.293.454
2006-11-20;1.784.448.369
2006-11-17;628.219.173
2006-11-16;1.133.829.274
2006-11-14;9.528.311.065
2006-11-13;400.399.449
2006-11-10;2.773.528.805
2006-11-09;322.978.014
2006-11-08;1.405.352.510
2006-11-07;414.317.623
2006-11-06;1.098.860.523
2006-11-03;207.530.269
2006-11-01;339.344.388
2006-10-31;12.414.452.061
2006-10-30;959.130.513
2006-10-27;1.296.487.728
2006-10-26;311.372.833
2006-10-25;1.546.419.675
2006-10-24;375.232.585
2006-10-23;289.048.388
2006-10-20;1.428.765.266
2006-10-19;349.270.744
2006-10-18;1.312.750.061
2006-10-17;321.724.647
2006-10-16;1.246.151.109
2006-10-13;7.830.458.918
2006-10-11;1.390.644.409
2006-10-10;2.666.634.908
2006-10-09;363.511.169
2006-10-06;1.099.563.673
2006-10-05;292.086.897
2006-10-04;981.010.795
2006-10-03;246.137.642
2006-10-02;244.708.852
2006-09-29;8.354.756.527
2006-09-28;639.657.466
2006-09-27;1.405.132.694
2006-09-26;392.747.835
2006-09-25;914.410.445
2006-09-22;341.241.203
2006-09-21;731.530.648
2006-09-20;1.368.619.112
2006-09-19;385.810.825
2006-09-18;361.058.419
2006-09-15;10.950.714.961
2006-09-14;736.006.965
2006-09-13;1.103.181.236
2006-09-12;318.002.934
2006-09-11;338.260.120
2006-09-08;3.113.466.617
2006-09-06;941.588.596
2006-09-05;1.192.821.926
2006-09-04;285.003.988
2006-09-01;575.431.666
2006-08-31;8.217.032.542
2006-08-30;646.784.610
2006-08-29;380.491.943
2006-08-28;321.941.372
2006-08-25;948.490.008
2006-08-24;194.431.062
2006-08-23;766.327.840
2006-08-22;498.002.149
2006-08-21;1.172.031.496
2006-08-18;547.248.368
2006-08-17;1.283.250.257
2006-08-16;390.772.320
2006-08-15;8.229.771.114
2006-08-14;978.936.258
2006-08-11;282.702.109
2006-08-10;2.835.578.730
2006-08-09;366.947.170
2006-08-08;235.104.835
2006-08-07;1.139.087.196
2006-08-04;259.581.053
2006-08-03;926.520.547
2006-08-02;243.943.005
2006-08-01;264.349.583
2006-07-31;11.606.065.569
2006-07-28;734.635.620
2006-07-27;1.190.996.114
2006-07-26;578.456.774
2006-07-25;788.358.765
2006-07-24;265.946.860
2006-07-21;334.701.041
2006-07-20;1.200.846.968
2006-07-19;333.043.635
2006-07-18;326.803.877
2006-07-17;1.167.232.719
2006-07-14;7.876.605.005
2006-07-13;886.462.191
2006-07-12;419.903.733
2006-07-11;245.270.058
2006-07-10;2.634.004.012
2006-07-07;1.237.183.595
2006-07-06;258.045.793
2006-07-05;1.198.244.963
2006-07-04;245.914.591
2006-07-03;228.081.425
2006-06-30;8.953.604.284
2006-06-29;499.214.476
2006-06-28;444.927.967
2006-06-27;1.006.164.063
2006-06-26;286.693.230
2006-06-23;788.091.490
2006-06-22;246.097.256
2006-06-21;304.901.127
2006-06-20;1.282.335.832
2006-06-19;1.309.296.667
2006-06-16;234.607.538
2006-06-14;9.029.669.566
2006-06-13;278.661.139
2006-06-12;318.408.040
2006-06-09;2.621.166.419
2006-06-08;272.378.882
2006-06-07;1.346.054.722
2006-06-06;345.363.325
2006-06-05;4.723.293.275
2006-06-02;180.073.143
2006-06-01;255.787.253
2006-05-31;7.415.049.805
2006-05-30;675.098.879
2006-05-29;350.919.484
2006-05-26;1.275.392.325
2006-05-25;273.969.090
2006-05-24;831.075.740
2006-05-23;271.501.608
2006-05-22;824.017.757
2006-05-19;669.488.151
2006-05-18;276.713.136
2006-05-17;1.282.591.967
2006-05-16;247.241.023
2006-05-15;8.759.396.116
2006-05-12;295.404.694
2006-05-11;287.435.654
2006-05-10;2.693.615.745
2006-05-09;125.640.276
2006-05-08;991.746.965
2006-05-05;353.317.187
2006-05-04;899.197.940
2006-05-03;239.969.754
2006-05-02;260.414.296
2006-04-28;13.479.994.471
2006-04-27;1.035.025.296
2006-04-26;1.326.694.797
2006-04-25;457.376.163
2006-04-24;407.493.087
2006-04-20;1.157.811.578
2006-04-19;392.692.899
2006-04-18;1.087.722.182
2006-04-17;300.118.856
2006-04-13;8.803.708.972
2006-04-12;669.311.317
2006-04-11;278.161.058
2006-04-10;2.855.096.285
2006-04-07;1.247.744.621
2006-04-06;366.960.333
2006-04-05;1.187.223.246
2006-04-04;324.930.147
2006-04-03;217.927.632
2006-03-31;8.930.347.588
2006-03-30;471.212.183
2006-03-29;429.104.748
2006-03-28;218.468.370
2006-03-27;954.592.333
2006-03-24;259.835.818
2006-03-23;777.949.173
2006-03-22;274.326.755
2006-03-21;233.528.832
2006-03-20;1.036.772.957
2006-03-17;1.272.136.215
2006-03-16;252.256.184
2006-03-15;8.122.057.699
2006-03-14;334.503.686
2006-03-13;249.109.224
2006-03-10;2.851.804.880
2006-03-09;229.467.638
2006-03-08;639.373.173
2006-03-07;370.725.165
2006-03-06;219.921.237
2006-03-03;1.301.377.873
2006-03-02;218.805.713
2006-03-01;166.042.433
2006-02-27;2.975.190
2006-02-24;8.448.514.160
2006-02-23;1.083.072.849
2006-02-22;1.006.386.447
2006-02-21;287.842.339
2006-02-20;1.032.287.520
2006-02-17;249.491.660
2006-02-16;210.835.043
2006-02-15;9.319.428.416
2006-02-14;300.733.786
2006-02-13;239.579.130
2006-02-10;2.456.826.695
2006-02-09;258.845.322
2006-02-08;1.064.160.206
2006-02-07;246.382.749
2006-02-06;203.645.646
2006-02-03;792.584.408
2006-02-02;166.599.694
2006-02-01;782.119.023
2006-01-31;11.529.874.874
2006-01-30;894.634.544
2006-01-27;347.886.152
2006-01-26;693.453.197
2006-01-25;868.139.120
2006-01-24;317.149.151
2006-01-23;245.689.780
2006-01-20;363.555.697
2006-01-19;209.134.956
2006-01-18;1.001.460.048
2006-01-17;316.045.855
2006-01-16;262.776.238
2006-01-13;9.150.880.193
2006-01-12;332.851.899
2006-01-11;1.244.096.378
2006-01-10;1.406.157.548
2006-01-09;369.861.671
2006-01-06;718.006.682
2006-01-05;274.331.413
2006-01-04;3.423.378.255
2006-01-03;226.768.625
2006-01-02;304.658.667
2005-12-30;417.218.547
2005-12-29;6.683.846.167
2005-12-28;3.235.190.247
2005-12-27;403.067.193
2005-12-26;289.735.143
2005-12-23;947.066.627
2005-12-22;538.301.118
2005-12-21;1.976.707.911
2005-12-20;549.430.312
2005-12-19;350.739.855
2005-12-16;401.535.934
2005-12-15;8.358.153.842
2005-12-14;2.003.961.968
2005-12-13;304.174.205
2005-12-12;1.156.774.262
2005-12-09;1.119.646.122
2005-12-08;299.757.127
2005-12-07;6.499.938.559
2005-12-06;355.604.257
2005-12-05;460.667.905
2005-12-02;307.297.895
2005-12-01;473.391.852
2005-11-30;8.219.863.794
2005-11-29;690.506.713
2005-11-28;364.713.112
2005-11-25;563.711.040
2005-11-24;235.241.520
2005-11-23;1.460.291.080
2005-11-22;226.884.951
2005-11-21;263.925.103
2005-11-18;477.446.742
2005-11-17;1.858.387.195
2005-11-16;535.491.341
2005-11-14;7.422.440.472
2005-11-11;1.285.325.910
2005-11-10;1.328.761.252
2005-11-09;2.200.650.793
2005-11-08;341.928.402
2005-11-07;232.034.096
2005-11-04;428.706.932
2005-11-03;1.789.175.014
2005-11-01;252.189.494
2005-10-31;11.695.546.966
2005-10-28;538.301.996
2005-10-27;364.555.570
2005-10-26;1.569.219.946
2005-10-25;378.766.787
2005-10-24;226.295.729
2005-10-21;501.871.638
2005-10-20;357.296.163
2005-10-19;1.174.526.110
2005-10-18;211.899.370
2005-10-17;317.906.430
2005-10-14;8.121.619.623
2005-10-13;1.925.182.195
2005-10-11;271.992.647
2005-10-10;1.318.393.056
2005-10-07;681.950.456
2005-10-06;191.610.288
2005-10-05;2.346.664.584
2005-10-04;267.381.918
2005-10-03;196.479.285
2005-09-30;7.350.538.482
2005-09-29;842.388.565
2005-09-28;1.468.443.196
2005-09-27;327.758.978
2005-09-26;298.906.048
2005-09-23;650.243.981
2005-09-22;240.913.010
2005-09-21;1.209.624.022
2005-09-20;384.202.618
2005-09-19;315.939.739
2005-09-16;282.693.651
2005-09-15;7.893.153.222
2005-09-14;1.590.780.981
2005-09-13;299.303.576
2005-09-12;1.036.886.632
2005-09-09;894.650.881
2005-09-08;2.050.581.164
2005-09-06;457.196.928
2005-09-05;373.187.115
2005-09-02;207.378.884
2005-09-01;172.732.453
2005-08-31;8.035.187.964
2005-08-30;490.226.023
2005-08-29;353.317.626
2005-08-26;708.044.669
2005-08-25;236.521.618
2005-08-24;1.403.546.669
2005-08-23;209.522.456
2005-08-22;215.822.570
2005-08-19;485.287.823
2005-08-18;292.249.123
2005-08-17;1.237.806.889
2005-08-16;203.402.127
2005-08-15;7.088.826.574
2005-08-12;1.151.097.546
2005-08-11;604.499.275
2005-08-10;2.691.752.577
2005-08-09;333.233.410
2005-08-08;204.526.848
2005-08-05;386.739.255
2005-08-04;195.130.674
2005-08-03;2.220.276.564
2005-08-02;330.218.793
2005-08-01;220.663.720
2005-07-29;9.184.372.493
2005-07-28;672.323.859
2005-07-27;1.654.161.916
2005-07-26;314.979.913
2005-07-25;428.328.728
2005-07-22;563.164.570
2005-07-21;195.458.730
2005-07-20;1.495.943.139
2005-07-19;249.243.186
2005-07-18;208.936.212
2005-07-15;7.750.912.653
2005-07-14;323.939.755
2005-07-13;1.899.949.195
2005-07-12;221.132.186
2005-07-11;949.247.749
2005-07-08;907.494.239
2005-07-07;347.784.951
2005-07-06;2.603.440.454
2005-07-05;432.243.591
2005-07-04;373.683.462
2005-07-01;243.297.165
2005-06-30;6.806.695.347
2005-06-29;1.680.224.804
2005-06-28;287.537.655
2005-06-27;250.706.125
2005-06-24;558.914.483
2005-06-23;351.430.818
2005-06-22;1.319.503.654
2005-06-21;228.675.680
2005-06-20;365.762.180
2005-06-17;219.909.778
2005-06-16;250.642.607
2005-06-15;8.881.771.826
2005-06-14;282.827.052
2005-06-13;249.623.744
2005-06-10;1.503.237.131
2005-06-09;256.809.631
2005-06-08;5.858.599.892
2005-06-07;400.625.740
2005-06-06;235.959.517
2005-06-03;283.463.563
2005-06-02;205.852.140
2005-06-01;1.310.243.612
2005-05-31;6.703.781.905
2005-05-30;579.597.393
2005-05-27;510.595.824
2005-05-25;1.722.648.643
2005-05-24;226.416.470
2005-05-23;204.459.813
2005-05-20;418.046.443
2005-05-19;193.059.318
2005-05-18;1.244.842.222
2005-05-17;231.080.261
2005-05-16;219.049.187
2005-05-13;7.500.239.130
2005-05-12;296.389.551
2005-05-11;1.779.644.049
2005-05-10;1.114.790.750
2005-05-09;295.207.050
2005-05-06;618.669.589
2005-05-05;229.702.355
2005-05-04;2.517.847.568
2005-05-03;332.208.516
2005-05-02;223.743.905
2005-04-29;10.660.622.131
2005-04-28;975.951.184
2005-04-27;1.621.616.548
2005-04-26;541.220.282
2005-04-25;392.326.571
2005-04-22;551.635.412
2005-04-20;1.675.728.918
2005-04-19;281.649.520
2005-04-18;258.044.472
2005-04-15;7.584.924.122
2005-04-14;419.982.240
2005-04-13;1.706.612.881
2005-04-12;235.101.897
2005-04-11;900.857.968
2005-04-08;836.871.773
2005-04-07;307.237.569
2005-04-06;2.345.206.890
2005-04-05;386.350.823
2005-04-04;199.379.033
2005-04-01;206.867.121
2005-03-31;6.885.213.459
